station,condition,model,horizon,n_eval,mae,rmse,mae_persistence,rmse_persistence,skill_mae_vs_persistence,skill_rmse_vs_persistence
Birr co offlay,lags_meteo,xgboost_direct,9,212,6.242089476665149,7.88201163467677,9.644616588443395,14.845672831313209,0.352790292965643,0.4690700971092633
Birr co offlay,lags_meteo,xgboost_direct,10,212,6.676328184050221,8.547790781576156,10.012999592273584,15.328205345664143,0.33323395027380875,0.44234888632973257
Birr co offlay,lags_meteo,xgboost_direct,11,212,6.35324229452501,8.53191625081799,9.785991932273586,15.38092581256083,0.3507819811732711,0.4452924125119698
Birr co offlay,lags_meteo,xgboost_direct,12,212,6.581820404536836,10.27859007709312,9.526130719575471,15.692270620784226,0.3090772530538871,0.3449902614170285
Birr co offlay,lags_meteo,xgboost_direct,13,212,6.4124002977735906,9.465797884079844,9.151914323867926,15.127060828045241,0.29933781383308655,0.3742473840965549
Birr co offlay,lags_meteo,xgboost_direct,14,212,5.353737400465715,9.34037305443117,8.806124925047172,14.790613826526991,0.3920438960344369,0.36849321035755833
Birr co offlay,lags_meteo,xgboost_direct,15,211,5.081943609976607,8.158951274723503,8.390366017393365,14.098457790948576,0.39431204795575603,0.42128767587886995
Birr co offlay,lags_meteo,xgboost_direct,16,211,5.052171632651848,7.870173033789445,8.338578147488152,14.127488764711272,0.3941207309817292,0.4429177637395707
Birr co offlay,lags_meteo,xgboost_direct,17,212,5.0249793001900525,7.858036487863392,8.476087709339623,14.522899445768997,0.40715817574030844,0.45892096015629313
Birr co offlay,lags_meteo,xgboost_direct,18,212,6.570174794118123,10.084621061333806,9.711468644433962,16.749104897509746,0.32346228622343776,0.3979008954184061
Birr co offlay,lags_meteo,xgboost_direct,19,212,8.020679950856797,13.2211021382024,11.167648273820756,19.541219110543633,0.28179328770060696,0.32342490694099835
Birr co offlay,lags_meteo,xgboost_direct,20,212,9.121945563985136,15.307546941388901,12.099985763726416,21.467150083627505,0.24611931434406387,0.286931573042683
Birr co offlay,lags_meteo,xgboost_direct,21,212,8.861951696777137,16.103254561509285,11.91951525754717,21.675368351870524,0.25651744175033064,0.2570712386477336
Birr co offlay,lags_meteo,xgboost_direct,22,212,6.766018043511802,9.476672305306495,9.997427804245282,16.419249589858655,0.323224115643156,0.4228315823178813
Birr co offlay,lags_meteo,xgboost_direct,23,212,6.044484319851484,9.114365825603036,9.696251708679245,16.221772354270485,0.3766163976084713,0.4381399500281101
Birr co offlay,lags_meteo,xgboost_direct,24,212,6.741638009194336,10.061830225731018,10.198217364292452,15.720667298345692,0.3389395647910798,0.35996163300333706
Birr co offlay,lags_only,xgboost_direct,1,211,5.587881378456349,7.492135757529792,8.473596046303319,14.12406006673371,0.3405537214752984,0.4695480108318173
Birr co offlay,lags_only,xgboost_direct,2,212,4.982072653663663,6.695440910981485,8.659978836462264,14.533548890991174,0.42470152089899127,0.5393113573841728
Birr co offlay,lags_only,xgboost_direct,3,212,4.587925115529019,6.084367364103568,8.624216583820754,14.701264015382007,0.4680183329189481,0.5861330455845521
Birr co offlay,lags_only,xgboost_direct,4,212,4.485794787059833,5.76773585548604,8.785980914764151,14.87352355890036,0.48943722612442664,0.6122145614893917
Birr co offlay,lags_only,xgboost_direct,5,212,4.345536532735679,5.568289355565978,8.990306351367924,14.95049002185638,0.5166419960678557,0.6275513814312709
Birr co offlay,lags_only,xgboost_direct,6,212,4.819582544514131,6.366488772124489,9.243238354150945,15.105319897589112,0.4785828992119675,0.5785267167270907
Birr co offlay,lags_only,xgboost_direct,7,212,5.117191694621573,6.439011936602422,9.398566399103775,15.071642496595283,0.4555348680507767,0.5727730446063188
Birr co offlay,lags_only,xgboost_direct,8,212,6.322242583277276,8.651216213110773,9.949191829481132,15.604968877578816,0.36454712185331406,0.44561144075456494
Birr co offlay,lags_only,xgboost_direct,9,212,6.580399780443668,8.09570359543434,9.644616588443395,14.845672831313209,0.3177126617631858,0.45467587172212953
Birr co offlay,lags_only,xgboost_direct,10,212,7.187859879966922,8.844680763784394,10.012999592273584,15.328205345664143,0.28214719138575106,0.4229800185782173
Birr co offlay,lags_only,xgboost_direct,11,212,7.034388545416925,9.160569105326388,9.785991932273586,15.38092581256083,0.2811777698060476,0.4044201748996532
Birr co offlay,lags_only,xgboost_direct,12,212,6.838312119142755,10.299398002043429,9.526130719575471,15.692270620784226,0.2821521853473472,0.343664263067067
Birr co offlay,lags_only,xgboost_direct,13,212,6.989429319342609,10.503428397262985,9.151914323867926,15.127060828045241,0.23628772385746877,0.30565305999233794
Birr co offlay,lags_only,xgboost_direct,14,212,5.17581420379907,9.337843488035926,8.806124925047172,14.790613826526991,0.4122483785032899,0.3686642354701678
Birr co offlay,lags_only,xgboost_direct,15,211,5.173896922390157,8.27950201835265,8.390366017393365,14.098457790948576,0.3833526556929001,0.4127370425105492
Birr co offlay,lags_only,xgboost_direct,16,211,5.341341408673435,8.44770426300358,8.338578147488152,14.127488764711272,0.359442183763377,0.40203779994467914
Birr co offlay,lags_only,xgboost_direct,17,212,5.860158847284001,9.058883459397215,8.476087709339623,14.522899445768997,0.30862456262376625,0.37623451203909775
Birr co offlay,lags_only,xgboost_direct,18,212,7.511734378213916,12.54855825220484,9.711468644433962,16.749104897509746,0.22650891917164384,0.2507923062759875
Birr co offlay,lags_only,xgboost_direct,19,212,8.878433366549325,15.13402453036476,11.167648273820756,19.541219110543633,0.20498630070914903,0.2255332461730053
Birr co offlay,lags_only,xgboost_direct,20,212,10.093046894166473,17.280176812239034,12.099985763726416,21.467150083627505,0.1658629116388206,0.1950409465195745
Birr co offlay,lags_only,xgboost_direct,21,212,10.179447309965251,18.03642694987748,11.91951525754717,21.675368351870524,0.14598479132615283,0.16788371680331848
Birr co offlay,lags_only,xgboost_direct,22,212,8.11670922065994,11.832651926760471,9.997427804245282,16.419249589858655,0.18812024656849413,0.27934270917783566
