site,source_station,origin,target_date,forecast_timestamp,horizon,y_true,yhat_lags,yhat_meteo,error_lags,error_meteo,sq_error_lags,sq_error_meteo,loss_differential
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-22,2023-06-22 12:00:00,2023-06-22 12:00:00,12,29,14.8145446777,15.5719833374,14.1854553223,13.4280166626,201.2271427,180.311631491,20.915511209
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-23,2023-06-23 12:00:00,2023-06-23 12:00:00,12,15,22.912935257,25.0527362823,-7.91293525696,-10.0527362823,62.6145443808,101.057506762,-38.4429623816
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-24,2023-06-24 12:00:00,2023-06-24 12:00:00,12,9,20.2633419037,21.7079658508,-11.2633419037,-12.7079658508,126.862870839,161.492396066,-34.6295252265
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-25,2023-06-25 12:00:00,2023-06-25 12:00:00,12,25,20.7586135864,24.7321338654,4.24138641357,0.267866134644,17.9893587093,0.0717522660889,17.9176064432
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-26,2023-06-26 12:00:00,2023-06-26 12:00:00,12,23,20.1369247437,24.83452034,2.86307525635,-1.83452033997,8.19719992351,3.36546487775,4.83173504576
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-27,2023-06-27 12:00:00,2023-06-27 12:00:00,12,25,25.9274234772,29.3859653473,-0.927423477173,-4.38596534729,0.860114306011,19.2366920276,-18.3765777216
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-28,2023-06-28 12:00:00,2023-06-28 12:00:00,12,35,28.0299854279,30.9023628235,6.97001457214,4.09763717651,48.5811031359,16.7906304303,31.7904727055
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-29,2023-06-29 12:00:00,2023-06-29 12:00:00,12,13,32.805267334,37.5953178406,-19.805267334,-24.5953178406,392.248614171,604.929659679,-212.681045508
Madrid Casa de Campo,Madrid Casa de Campo,2023-06-30,2023-06-30 12:00:00,2023-06-30 12:00:00,12,10,19.8692550659,18.9806976318,-9.86925506592,-8.98069763184,97.4021955561,80.6529299545,16.7492656017
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-01,2023-07-01 12:00:00,2023-07-01 12:00:00,12,8,15.9027051926,16.4602775574,-7.90270519257,-8.46027755737,62.4527493606,71.5762963478,-9.12354698718
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-02,2023-07-02 12:00:00,2023-07-02 12:00:00,12,11,11.2462358475,13.6842746735,-0.246235847473,-2.68427467346,0.0606320925808,7.20533052259,-7.14469843001
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-03,2023-07-03 12:00:00,2023-07-03 12:00:00,12,19,16.889251709,20.8414974213,2.11074829102,-1.84149742126,4.45525834803,3.39111275252,1.0641455955
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-04,2023-07-04 12:00:00,2023-07-04 12:00:00,12,12,17.8947029114,21.738697052,-5.89470291138,-9.738697052,34.7475224134,94.8422202707,-60.0946978573
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-05,2023-07-05 12:00:00,2023-07-05 12:00:00,12,9,19.2851543427,20.7722759247,-10.2851543427,-11.7722759247,105.784399852,138.586480447,-32.8020805947
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-06,2023-07-06 12:00:00,2023-07-06 12:00:00,12,33,22.786649704,23.8355846405,10.213350296,9.1644153595,104.312524269,83.9865088814,20.3260153878
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-07,2023-07-07 12:00:00,2023-07-07 12:00:00,12,24,26.4945201874,29.7976531982,-2.49452018738,-5.79765319824,6.22263096524,33.6127826071,-27.3901516419
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-08,2023-07-08 12:00:00,2023-07-08 12:00:00,12,27,24.2457752228,26.1053371429,2.75422477722,0.894662857056,7.58575412346,0.800421627795,6.78533249567
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-09,2023-07-09 12:00:00,2023-07-09 12:00:00,12,11,18.9121551514,22.798582077,-7.91215515137,-11.798582077,62.6021991393,139.206539028,-76.604339889
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-10,2023-07-10 12:00:00,2023-07-10 12:00:00,12,22,15.2864351273,18.6485309601,6.71356487274,3.35146903992,45.0719533005,11.2323447255,33.839608575
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-11,2023-07-11 12:00:00,2023-07-11 12:00:00,12,45,29.3971500397,30.2999916077,15.6028499603,14.7000083923,243.448926884,216.090246735,27.3586801498
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-12,2023-07-12 12:00:00,2023-07-12 12:00:00,12,21,25.2978019714,29.781578064,-4.29780197144,-8.78157806396,18.4711017857,77.1161132935,-58.6450115078
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-13,2023-07-13 12:00:00,2023-07-13 12:00:00,12,12,20.1880760193,22.2560596466,-8.18807601929,-10.2560596466,67.0445888976,105.186759475,-38.1421705771
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-14,2023-07-14 12:00:00,2023-07-14 12:00:00,12,23,17.3011684418,19.4357433319,5.69883155823,3.56425666809,32.4766811291,12.703925596,19.772755533
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-15,2023-07-15 12:00:00,2023-07-15 12:00:00,12,4,20.0158805847,20.065788269,-16.0158805847,-16.065788269,256.508430904,258.109552706,-1.60112180181
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-16,2023-07-16 12:00:00,2023-07-16 12:00:00,12,13,12.3815727234,13.7815856934,0.618427276611,-0.781585693359,0.382452296457,0.610876196064,-0.228423899607
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-17,2023-07-17 12:00:00,2023-07-17 12:00:00,12,40,20.040058136,21.5974845886,19.959941864,18.4025154114,398.399279215,338.652573466,59.7467057488
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-18,2023-07-18 12:00:00,2023-07-18 12:00:00,12,48,33.6828842163,34.9009094238,14.3171157837,13.0990905762,204.979804364,171.586173923,33.3936304409
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-19,2023-07-19 12:00:00,2023-07-19 12:00:00,12,47,47.1485595703,52.3994598389,-0.148559570312,-5.39945983887,0.0220699459314,29.1541665515,-29.1320966056
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-20,2023-07-20 12:00:00,2023-07-20 12:00:00,12,31,52.4350547791,44.5120353699,-21.4350547791,-13.5120353699,459.461573381,182.575099837,276.886473544
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-21,2023-07-21 12:00:00,2023-07-21 12:00:00,12,28,25.1039905548,21.9761295319,2.89600944519,6.02387046814,8.38687070663,36.2870154169,-27.9001447103
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-22,2023-07-22 12:00:00,2023-07-22 12:00:00,12,23,21.6208076477,24.3048667908,1.37919235229,-1.30486679077,1.90217154463,1.70267734166,0.199494202971
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-23,2023-07-23 12:00:00,2023-07-23 12:00:00,12,43,21.8628139496,23.0758247375,21.1371860504,19.9241752625,446.78063413,396.972759889,49.807874241
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-24,2023-07-24 12:00:00,2023-07-24 12:00:00,12,28,30.367521286,30.9008426666,-2.36752128601,-2.90084266663,5.60515703971,8.41488817652,-2.8097311368
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-25,2023-07-25 12:00:00,2023-07-25 12:00:00,12,22,20.1599731445,18.4935741425,1.84002685547,3.50642585754,3.38569882885,12.2950222945,-8.90932346561
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-26,2023-07-26 12:00:00,2023-07-26 12:00:00,12,34,23.9771080017,25.9938087463,10.0228919983,8.00619125366,100.458364009,64.0990983902,36.3592656192
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-27,2023-07-27 12:00:00,2023-07-27 12:00:00,12,46,32.4966163635,32.726020813,13.5033836365,13.273979187,182.341369634,176.198523457,6.14284617659
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-28,2023-07-28 12:00:00,2023-07-28 12:00:00,12,35,25.2874164581,21.2191333771,9.71258354187,13.7808666229,94.3342790578,189.912284879,-95.578005821
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-29,2023-07-29 12:00:00,2023-07-29 12:00:00,12,15,25.2391967773,28.462474823,-10.2391967773,-13.462474823,104.841150645,181.23822836,-76.3970777147
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-30,2023-07-30 12:00:00,2023-07-30 12:00:00,12,14,15.6988048553,17.5003681183,-1.69880485535,-3.50036811829,2.88593793655,12.2525769635,-9.36663902696
Madrid Casa de Campo,Madrid Casa de Campo,2023-07-31,2023-07-31 12:00:00,2023-07-31 12:00:00,12,21,21.7130699158,25.2411937714,-0.713069915771,-4.24119377136,0.508468704778,17.9877246062,-17.4792559015
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-01,2023-08-01 12:00:00,2023-08-01 12:00:00,12,29,20.5724315643,21.0290603638,8.42756843567,7.97093963623,71.0239097379,63.5358786844,7.48803105345
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-02,2023-08-02 12:00:00,2023-08-02 12:00:00,12,22,24.2802467346,29.4002437592,-2.28024673462,-7.40024375916,5.19952517074,54.7636076949,-49.5640825242
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-03,2023-08-03 12:00:00,2023-08-03 12:00:00,12,8,14.0853347778,16.3464488983,-6.08533477783,-8.34644889832,37.0312993583,69.6632092122,-32.6319098539
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-05,2023-08-05 12:00:00,2023-08-05 12:00:00,12,10,14.7806653976,13.0213718414,-4.78066539764,-3.02137184143,22.8547616442,9.12868780419,13.72607384
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-06,2023-08-06 12:00:00,2023-08-06 12:00:00,12,14,19.4495162964,20.2520828247,-5.44951629639,-6.25208282471,29.6972278646,39.088539647,-9.39131178241
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-07,2023-08-07 12:00:00,2023-08-07 12:00:00,12,5,15.0583496094,16.5427742004,-10.0583496094,-11.5427742004,101.170396864,133.235636242,-32.0652393779
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-08,2023-08-08 12:00:00,2023-08-08 12:00:00,12,34,25.6395339966,26.5731143951,8.36046600342,7.42688560486,69.8973917943,55.1586297877,14.7387620067
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-09,2023-08-09 12:00:00,2023-08-09 12:00:00,12,50,43.4455718994,43.0698013306,6.55442810059,6.93019866943,42.9605277258,48.0276535978,-5.06712587207
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-10,2023-08-10 12:00:00,2023-08-10 12:00:00,12,15,70.8882751465,63.7521705627,-55.8882751465,-48.7521705627,3123.49929885,2376.77413458,746.72516427
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-11,2023-08-11 12:00:00,2023-08-11 12:00:00,12,66,14.1425905228,22.6455307007,51.8574094772,43.3544692993,2689.19091769,1879.61000823,809.580909464
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-12,2023-08-12 12:00:00,2023-08-12 12:00:00,12,36,39.0287055969,37.9747200012,-3.02870559692,-1.97472000122,9.17305759284,3.89951908322,5.27353850962
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-13,2023-08-13 12:00:00,2023-08-13 12:00:00,12,26,34.9711761475,33.7173042297,-8.97117614746,-7.71730422974,80.4820014688,59.5567845743,20.9252168945
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-14,2023-08-14 12:00:00,2023-08-14 12:00:00,12,24,25.8386745453,28.1261978149,-1.83867454529,-4.12619781494,3.38072408349,17.025508408,-13.6447843245
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-15,2023-08-15 12:00:00,2023-08-15 12:00:00,12,25,21.1594104767,21.5443286896,3.84058952332,3.45567131042,14.7501278866,11.9416642057,2.80846368091
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-16,2023-08-16 12:00:00,2023-08-16 12:00:00,12,30,22.3241062164,25.7707271576,7.67589378357,4.22927284241,58.9193453766,17.8867487755,41.0325966011
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-18,2023-08-18 12:00:00,2023-08-18 12:00:00,12,26,25.2040615082,25.8966693878,0.795938491821,0.103330612183,0.633518082763,0.010677215414,0.622840867349
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-19,2023-08-19 12:00:00,2023-08-19 12:00:00,12,27,16.6950435638,18.4301376343,10.3049564362,8.56986236572,106.192127151,73.4425409674,32.7495861837
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-20,2023-08-20 12:00:00,2023-08-20 12:00:00,12,22,22.2568187714,25.8397731781,-0.256818771362,-3.8397731781,0.065955881324,14.7438580593,-14.6779021779
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-21,2023-08-21 12:00:00,2023-08-21 12:00:00,12,29,15.8201847076,21.3486766815,13.1798152924,7.65132331848,173.707531141,58.5427485239,115.164782617
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-22,2023-08-22 12:00:00,2023-08-22 12:00:00,12,33,35.4004745483,35.6076583862,-2.40047454834,-2.60765838623,5.76227805723,6.79988225928,-1.03760420205
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-23,2023-08-23 12:00:00,2023-08-23 12:00:00,12,17,34.1905822754,37.0518226624,-17.1905822754,-20.0518226624,295.516118967,402.075592082,-106.559473115
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-24,2023-08-24 12:00:00,2023-08-24 12:00:00,12,33,24.8287258148,28.2517032623,8.17127418518,4.74829673767,66.7697218094,22.546321909,44.2233999004
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-25,2023-08-25 12:00:00,2023-08-25 12:00:00,12,50,31.7052345276,34.3240776062,18.2947654724,15.6759223938,334.698443691,245.734542896,88.9639007942
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-26,2023-08-26 12:00:00,2023-08-26 12:00:00,12,30,44.4512825012,45.5937767029,-14.4512825012,-15.5937767029,208.83956593,243.165871859,-34.3263059292
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-27,2023-08-27 12:00:00,2023-08-27 12:00:00,12,8,23.0708751678,18.6132469177,-15.0708751678,-10.6132469177,227.131278325,112.641010137,114.490268188
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-28,2023-08-28 12:00:00,2023-08-28 12:00:00,12,12,10.773771286,14.4156284332,1.22622871399,-2.41562843323,1.50363685901,5.83526072742,-4.33162386841
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-29,2023-08-29 12:00:00,2023-08-29 12:00:00,12,17,11.4001083374,15.5745429993,5.5998916626,1.42545700073,31.3587866328,2.03192766094,29.3268589719
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-30,2023-08-30 12:00:00,2023-08-30 12:00:00,12,12,13.0432424545,16.0669116974,-1.04324245453,-4.06691169739,1.08835481893,16.5397707543,-15.4514159354
Madrid Casa de Campo,Madrid Casa de Campo,2023-08-31,2023-08-31 12:00:00,2023-08-31 12:00:00,12,32,15.4466304779,18.2939987183,16.5533695221,13.7060012817,274.014042535,187.854471135,86.1595714
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-01,2023-09-01 12:00:00,2023-09-01 12:00:00,12,47,27.1436195374,28.7400531769,19.8563804626,18.2599468231,394.275845077,333.425657983,60.8501870942
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-02,2023-09-02 12:00:00,2023-09-02 12:00:00,12,20,31.1889514923,30.2171001434,-11.1889514923,-10.2171001434,125.192635497,104.389135341,20.8035001563
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-04,2023-09-04 12:00:00,2023-09-04 12:00:00,12,10,26.9888362885,30.6918144226,-16.9888362885,-20.6918144226,288.620558436,428.1511841,-139.530625664
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-05,2023-09-05 12:00:00,2023-09-05 12:00:00,12,49,24.9401378632,22.0879821777,24.0598621368,26.9120178223,578.876966044,724.256703266,-145.379737222
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-06,2023-09-06 12:00:00,2023-09-06 12:00:00,12,30,40.3769683838,38.9342002869,-10.3769683838,-8.93420028687,107.681472838,79.8199347658,27.8615380723
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-07,2023-09-07 12:00:00,2023-09-07 12:00:00,12,33,34.5799026489,37.3972167969,-1.57990264893,-4.39721679688,2.49609238008,19.3355155587,-16.8394231786
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-08,2023-09-08 12:00:00,2023-09-08 12:00:00,12,33,35.1642341614,38.986743927,-2.16423416138,-5.986743927,4.68390950527,35.8411028475,-31.1571933422
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-09,2023-09-09 12:00:00,2023-09-09 12:00:00,12,22,27.6505050659,28.1920070648,-5.65050506592,-6.19200706482,31.9282075,38.3409514908,-6.41274399081
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-10,2023-09-10 12:00:00,2023-09-10 12:00:00,12,20,20.595369339,20.8822822571,-0.595369338989,-0.88228225708,0.354464649809,0.778421981158,-0.42395733135
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-11,2023-09-11 12:00:00,2023-09-11 12:00:00,12,12,19.2004795074,19.5422897339,-7.20047950745,-7.54228973389,51.8469051372,56.8861344299,-5.03922929274
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-12,2023-09-12 12:00:00,2023-09-12 12:00:00,12,30,13.6221151352,15.0036115646,16.3778848648,14.9963884354,268.235112645,224.891666104,43.3434465406
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-13,2023-09-13 12:00:00,2023-09-13 12:00:00,12,9,20.1456851959,19.844083786,-11.1456851959,-10.844083786,124.226298487,117.594153158,6.63214532859
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-14,2023-09-14 12:00:00,2023-09-14 12:00:00,12,18,13.3821773529,15.1388883591,4.61782264709,2.86111164093,21.324286,8.18595982187,13.1383261782
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-15,2023-09-15 12:00:00,2023-09-15 12:00:00,12,11,22.496679306,21.2270793915,-11.496679306,-10.2270793915,132.173635066,104.59315288,27.5804821861
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-16,2023-09-16 12:00:00,2023-09-16 12:00:00,12,1,10.9595727921,12.3072128296,-9.95957279205,-11.3072128296,99.1930902002,127.853061974,-28.6599717734
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-17,2023-09-17 12:00:00,2023-09-17 12:00:00,12,1,4.91484117508,8.24385070801,-3.91484117508,-7.24385070801,15.3259814261,52.4733730799,-37.1473916538
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-18,2023-09-18 12:00:00,2023-09-18 12:00:00,12,1,6.10097932816,9.50328731537,-5.10097932816,-8.50328731537,26.0199901063,72.3058951677,-46.2859050614
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-20,2023-09-20 12:00:00,2023-09-20 12:00:00,12,23,12.6749649048,12.7891902924,10.3250350952,10.2108097076,106.606349717,104.260634886,2.34571483175
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-21,2023-09-21 12:00:00,2023-09-21 12:00:00,12,4,13.3210000992,11.4085540771,-9.32100009918,-7.40855407715,86.881042849,54.886673514,31.9943693349
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-22,2023-09-22 12:00:00,2023-09-22 12:00:00,12,1,8.22748661041,9.15017986298,-7.22748661041,-8.15017986298,52.2365627037,66.4254317989,-14.1888690952
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-23,2023-09-23 12:00:00,2023-09-23 12:00:00,12,13,7.73319530487,9.6451253891,5.26680469513,3.3548746109,27.7392316966,11.2551836549,16.4840480418
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-24,2023-09-24 12:00:00,2023-09-24 12:00:00,12,9,13.3295888901,14.7078704834,-4.32958889008,-5.7078704834,18.7453399571,32.5797854553,-13.8344454982
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-25,2023-09-25 12:00:00,2023-09-25 12:00:00,12,22,12.649564743,15.8974094391,9.35043525696,6.10259056091,87.4306394946,37.2416115541,50.1890279404
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-26,2023-09-26 12:00:00,2023-09-26 12:00:00,12,23,21.9009399414,24.6089897156,1.09906005859,-1.60898971558,1.2079330124,2.58884790483,-1.38091489243
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-27,2023-09-27 12:00:00,2023-09-27 12:00:00,12,20,23.9429759979,26.176897049,-3.94297599792,-6.17689704895,15.5470597202,38.1540571533,-22.6069974331
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-28,2023-09-28 12:00:00,2023-09-28 12:00:00,12,41,22.4572677612,22.7547283173,18.5427322388,18.2452716827,343.832918879,332.889938777,10.9429801017
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-29,2023-09-29 12:00:00,2023-09-29 12:00:00,12,29,25.9499111176,28.8411560059,3.05008888245,0.158843994141,9.30304219082,0.0252314144745,9.27781077635
Madrid Casa de Campo,Madrid Casa de Campo,2023-09-30,2023-09-30 12:00:00,2023-09-30 12:00:00,12,19,15.9582099915,18.3046569824,3.04179000854,0.695343017578,9.25248645608,0.483501912095,8.76898454399
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-01,2023-10-01 12:00:00,2023-10-01 12:00:00,12,18,19.4922962189,21.2569484711,-1.49229621887,-3.25694847107,2.22694800486,10.6077133432,-8.38076533834
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-02,2023-10-02 12:00:00,2023-10-02 12:00:00,12,18,19.5082168579,21.875957489,-1.50821685791,-3.87595748901,2.27471809048,15.0230464566,-12.7483283662
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-03,2023-10-03 12:00:00,2023-10-03 12:00:00,12,30,22.9473323822,23.6534957886,7.0526676178,6.34650421143,49.7401205271,40.2781157056,9.46200482149
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-04,2023-10-04 12:00:00,2023-10-04 12:00:00,12,20,29.2282123566,30.2229309082,-9.22821235657,-10.2229309082,85.1599032979,104.508316354,-19.348413056
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-05,2023-10-05 12:00:00,2023-10-05 12:00:00,12,40,25.4379024506,26.2806034088,14.5620975494,13.7193965912,212.054685039,188.221842826,23.8328422131
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-06,2023-10-06 12:00:00,2023-10-06 12:00:00,12,37,31.9060821533,34.8957176208,5.09391784668,2.10428237915,25.9479990287,4.4280043312,21.5199946975
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-07,2023-10-07 12:00:00,2023-10-07 12:00:00,12,21,25.682975769,27.5986213684,-4.68297576904,-6.59862136841,21.9302620534,43.5418039636,-21.6115419102
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-08,2023-10-08 12:00:00,2023-10-08 12:00:00,12,26,21.7039356232,22.5150699615,4.29606437683,3.48493003845,18.4561691299,12.1447373729,6.31143175697
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-09,2023-10-09 12:00:00,2023-10-09 12:00:00,12,29,26.4130077362,28.8950576782,2.58699226379,0.104942321777,6.69252897293,0.0110128909,6.68151608203
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-12,2023-10-12 12:00:00,2023-10-12 12:00:00,12,30,22.2199954987,22.6225223541,7.78000450134,7.37747764587,60.5284700409,54.4271764154,6.10129362554
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-13,2023-10-13 12:00:00,2023-10-13 12:00:00,12,30,29.5886745453,29.7075042725,0.411325454712,0.292495727539,0.169188629694,0.0855537506286,0.0836348790654
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-14,2023-10-14 12:00:00,2023-10-14 12:00:00,12,20,25.0353450775,26.1956634521,-5.03534507751,-6.19566345215,25.3547000497,38.3862456123,-13.0315455626
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-15,2023-10-15 12:00:00,2023-10-15 12:00:00,12,26,20.5156002045,21.936208725,5.48439979553,4.06379127502,30.0786411172,16.514399527,13.5642415903
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-16,2023-10-16 12:00:00,2023-10-16 12:00:00,12,5,18.4274654388,20.5148162842,-13.4274654388,-15.5148162842,180.296828111,240.709524332,-60.4126962205
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-17,2023-10-17 12:00:00,2023-10-17 12:00:00,12,16,11.5471630096,13.3013219833,4.45283699036,2.69867801666,19.8277572627,7.28286303762,12.5448942251
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-18,2023-10-18 12:00:00,2023-10-18 12:00:00,12,3,17.9300956726,10.3435850143,-14.9300956726,-7.34358501434,222.907756793,53.9282408629,168.97951593
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-19,2023-10-19 12:00:00,2023-10-19 12:00:00,12,5,8.023478508,5.07531642914,-3.023478508,-0.0753164291382,9.14142228831,0.00567256449813,9.13574972381
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-20,2023-10-20 12:00:00,2023-10-20 12:00:00,12,3,13.3720912933,6.78553533554,-10.3720912933,-3.78553533554,107.580277797,14.3302777766,93.2500000206
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-21,2023-10-21 12:00:00,2023-10-21 12:00:00,12,3,7.14929389954,5.6428527832,-4.14929389954,-2.6428527832,17.2166398647,6.98467083368,10.231969031
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-22,2023-10-22 12:00:00,2023-10-22 12:00:00,12,6,11.7546672821,12.6313495636,-5.7546672821,-6.6313495636,33.1161955277,43.9747970346,-10.8586015069
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-25,2023-10-25 12:00:00,2023-10-25 12:00:00,12,3,7.3680639267,7.5135383606,-4.3680639267,-4.5135383606,19.0799824677,20.3720285326,-1.29204606486
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-26,2023-10-26 12:00:00,2023-10-26 12:00:00,12,2,11.3684635162,8.11023902893,-9.36846351624,-6.11023902893,87.768108655,37.3350209907,50.4330876644
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-27,2023-10-27 12:00:00,2023-10-27 12:00:00,12,4,6.92093420029,10.7113609314,-2.92093420029,-6.7113609314,8.53185660241,45.0423655515,-36.5105089491
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-28,2023-10-28 12:00:00,2023-10-28 12:00:00,12,4,6.90854167938,4.81305027008,-2.90854167938,-0.813050270081,8.4596147007,0.661050741678,7.79856395903
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-29,2023-10-29 12:00:00,2023-10-29 12:00:00,12,7,6.98825454712,4.23535919189,0.0117454528809,2.76464080811,0.000137955663376,7.64323879784,-7.64310084218
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-30,2023-10-30 12:00:00,2023-10-30 12:00:00,12,6,10.343993187,5.92842006683,-4.34399318695,0.0715799331665,18.8702768083,0.00512368683212,18.8651531214
Madrid Casa de Campo,Madrid Casa de Campo,2023-10-31,2023-10-31 12:00:00,2023-10-31 12:00:00,12,20,7.4974861145,9.63521575928,12.5025138855,10.3647842407,156.312853457,107.428752357,48.8841011003
Madrid Casa de Campo,Madrid Casa de Campo,2023-11-01,2023-11-01 12:00:00,2023-11-01 12:00:00,12,4,23.1864032745,24.6995811462,-19.1864032745,-20.6995811462,368.118070613,428.47265963,-60.3545890167
